Page,Content,Title,Category1,Category2
f2e0ebfb1eea1cc6537bd0d57d5d64893f547e322c4ac8010356ef2578608c2f,"Пример Вопроса:
 С какого возраста доступна монетизация? 
Пример ответа: 
 Монетизация доступна с 18 лет. Канал обязательно должен быть оформлен на лицо, достигшее совершеннолетия, для возможности монетизировать контент.","Монетизация доступна с 18 лет. Канал обязательно должен быть оформлен на лицо, достигшее совершеннолетия, для возможности монетизировать контент.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
0716c6084286cc844b13b1b7dcea9d8d497940197f017c31a5d0836c8bbc703b,"Пример Вопроса:
 Могу ли я подключиться к партнёрской программе, если я не резидент РФ? 
Пример ответа: 
 Пока такой возможности нет, но мы работаем над этим.  ","Пока такой возможности нет, но мы работаем над этим.  ",ПРЕДЛОЖЕНИЯ,Монетизация
a9c942081eb5913d1466efb66f88d35888372dec4c083165e4f61e62f4a249d1,"Пример Вопроса:
 Как подключить монетизацию, если я физлицо? 
Пример ответа: 
 Увы, физлицам монетизация недоступна, зато доступна самозанятым. Стать самозанятым можно за пару минут через приложение «Мой налог».  ","Увы, физлицам монетизация недоступна, зато доступна самозанятым. Стать самозанятым можно за пару минут через приложение «Мой налог».  ",ПРЕДЛОЖЕНИЯ,Монетизация
8fae4ee20f973f6e7fd24e92fb96428e1cc8ece6340e38afa26e6b0de16ed251,"Пример Вопроса:
 Какие документы нужны для заявки на монетизацию? 
Пример ответа: 
 Сканы паспорта, ИНН, СНИЛС и справка о постановке на учёт в налоговой или справка из приложения «Мой налог», если вы самозанятый/ая. Для ИП и юрлица нужно будет добавить документы о регистрации и выписку из ЕГРИП/ЕГРЮЛ.","Сканы паспорта, ИНН, СНИЛС и справка о постановке на учёт в налоговой или справка из приложения «Мой налог», если вы самозанятый/ая. Для ИП и юрлица нужно будет добавить документы о регистрации и выписку из ЕГРИП/ЕГРЮЛ.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
a2226f7b94b9f585aa4c22f85f9148e8e7e90bf9a5085dbf4e0546b993056258,"Пример Вопроса:
 Обязательна ли верификация канала для подключения к монетизации? 
Пример ответа: 
 Для подключения канала к монетизации верификация канала не требуется.",Для подключения канала к монетизации верификация канала не требуется.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
fac42f9023280eead90088ec58b77b72efde46c8a8ad3b8d963da163eecbe4db,"Пример Вопроса:
 Что делать, если заявку не одобрили? 
Пример ответа: 
 Если вы не согласны с решением, направьте запрос на partners@rutube.ru, предоставив убедительные факты, что ваш канал может претендовать на статус официального.","Если вы не согласны с решением, направьте запрос на partners@rutube.ru, предоставив убедительные факты, что ваш канал может претендовать на статус официального.",УПРАВЛЕНИЕ АККАУНТОМ,Верификация
b577f0ec84c42d1208825a146e0385a5edabbffc53cfe97d75c53a98d648ac78,"Пример Вопроса:
 Моя заявка находится длительное время без ответа. Что делать? 
Пример ответа: 
 Если вы не получили ответ после указанного времени, напишите на partners@rutube.ru, чтобы уточнить статус заявки.","Если вы не получили ответ после указанного времени, напишите на partners@rutube.ru, чтобы уточнить статус заявки.",УПРАВЛЕНИЕ АККАУНТОМ,Верификация
df4ae41a76c26d24faa5c0ee0d5b137f071639ed96dacd65f8f81d75c9ae1e40,"Пример Вопроса:
 Что такое Монетизация на RUTUBE? 
Пример ответа: 
 Монетизацию можно подключить после того, как вы загрузите в публичный доступ на свой канал минимум 2 ролика и наберёте 5000 просмотров. Мы считаем совокупное количество просмотров, начиная с 1 января 2021 года.

По порядку о том, как это работает: 

В разделе «Монетизация» в Студии RUTUBE у вас появится анкета партнёра:https://studio.rutube.ru/monetization. Заполните её и подайте заявку на монетизацию. 
Мы убедимся, что ваш канал не нарушает правил RUTUBE, и пришлём подтверждение вам на почту. 
RUTUBE начнёт начислять вам вознаграждение в порядке, определенном Офертой (https://rutube.ru/info/adv_oferta/). Всю аналитику и размер дохода по месяцам вы сможете смотреть в личном кабинете Студии RUTUBE. 
Творите, загружайте и выводите свой канал в топ!","Монетизацию можно подключить после того, как вы загрузите в публичный доступ на свой канал минимум 2 ролика и наберёте 5000 просмотров. Мы считаем совокупное количество просмотров, начиная с 1 января 2021 года.

По порядку о том, как это работает: 

В разделе «Монетизация» в Студии RUTUBE у вас появится анкета партнёра:https://studio.rutube.ru/monetization. Заполните её и подайте заявку на монетизацию. 
Мы убедимся, что ваш канал не нарушает правил RUTUBE, и пришлём подтверждение вам на почту. 
RUTUBE начнёт начислять вам вознаграждение в порядке, определенном Офертой (https://rutube.ru/info/adv_oferta/). Всю аналитику и размер дохода по месяцам вы сможете смотреть в личном кабинете Студии RUTUBE. 
Творите, загружайте и выводите свой канал в топ!",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
f2e0ebfb1eea1cc6537bd0d57d5d64893f547e322c4ac8010356ef2578608c2f,"Пример Вопроса:
 С какого возраста доступна монетизация? 
Пример ответа: 
 Монетизация доступна с 18 лет. Канал обязательно должен быть оформлен на лицо, достигшее совершеннолетия, для возможности монетизировать контент.","Монетизация доступна с 18 лет. Канал обязательно должен быть оформлен на лицо, достигшее совершеннолетия, для возможности монетизировать контент.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
0716c6084286cc844b13b1b7dcea9d8d497940197f017c31a5d0836c8bbc703b,"Пример Вопроса:
 Могу ли я подключиться к партнёрской программе, если я не резидент РФ? 
Пример ответа: 
 Пока такой возможности нет, но мы работаем над этим.  ","Пока такой возможности нет, но мы работаем над этим.  ",ПРЕДЛОЖЕНИЯ,Монетизация
a9c942081eb5913d1466efb66f88d35888372dec4c083165e4f61e62f4a249d1,"Пример Вопроса:
 Как подключить монетизацию, если я физлицо? 
Пример ответа: 
 Увы, физлицам монетизация недоступна, зато доступна самозанятым. Стать самозанятым можно за пару минут через приложение «Мой налог».  ","Увы, физлицам монетизация недоступна, зато доступна самозанятым. Стать самозанятым можно за пару минут через приложение «Мой налог».  ",ПРЕДЛОЖЕНИЯ,Монетизация
8fae4ee20f973f6e7fd24e92fb96428e1cc8ece6340e38afa26e6b0de16ed251,"Пример Вопроса:
 Какие документы нужны для заявки на монетизацию? 
Пример ответа: 
 Сканы паспорта, ИНН, СНИЛС и справка о постановке на учёт в налоговой или справка из приложения «Мой налог», если вы самозанятый/ая. Для ИП и юрлица нужно будет добавить документы о регистрации и выписку из ЕГРИП/ЕГРЮЛ.","Сканы паспорта, ИНН, СНИЛС и справка о постановке на учёт в налоговой или справка из приложения «Мой налог», если вы самозанятый/ая. Для ИП и юрлица нужно будет добавить документы о регистрации и выписку из ЕГРИП/ЕГРЮЛ.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
a2226f7b94b9f585aa4c22f85f9148e8e7e90bf9a5085dbf4e0546b993056258,"Пример Вопроса:
 Обязательна ли верификация канала для подключения к монетизации? 
Пример ответа: 
 Для подключения канала к монетизации верификация канала не требуется.",Для подключения канала к монетизации верификация канала не требуется.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
94f87031ef8aa6bd902748b1cc247529186f25f7cd7587744caa5a2e96a99205,"Пример Вопроса:
 Как долго рассматривается заявка на монетизацию?  
Пример ответа: 
 Срок рассмотрения заявки до 30 дней. По результатам проверки всех необходимых документов ответ поступит на почту, указанную при подаче заявки, а также обновится информация в разделе «Монетизация» Студии RUTUBE: https://studio.rutube.ru/monetization
Расчет Вознаграждения начнётся с 1го числа месяца, в котором вы стали участником партнёрской программы.","Срок рассмотрения заявки до 30 дней. По результатам проверки всех необходимых документов ответ поступит на почту, указанную при подаче заявки, а также обновится информация в разделе «Монетизация» Студии RUTUBE: https://studio.rutube.ru/monetization
Расчет Вознаграждения начнётся с 1го числа месяца, в котором вы стали участником партнёрской программы.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
31021418bd33f2b83725b6b30a0798e4eb2e470c3c183ca79d47abc117df53ee,"Пример Вопроса:
 Можно ли создать несколько каналов и монетизировать их? 
Пример ответа: 
 Да. Каждый канал должен быть зарегистрирован на отдельную почту. 1 почта = 1 канал. Создать 2 канала на одну почту пока не получится. Для подключения монетизации 5000 просмотров должно быть набрано на каждом канале. ",Да. Каждый канал должен быть зарегистрирован на отдельную почту. 1 почта = 1 канал. Создать 2 канала на одну почту пока не получится. Для подключения монетизации 5000 просмотров должно быть набрано на каждом канале. ,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
79fdb767625b28496ef00d9f0690d1ae44aab1ce23e2659e89ca8db343684a75,"Пример Вопроса:
 Можно ли подключить монетизацию нескольких каналов на одного человека или организацию? 
Пример ответа: 
 Да, нужно подать заявку на монетизацию с каждого канала, а в анкету вписать данные одного и того же человека или организации. ","Да, нужно подать заявку на монетизацию с каждого канала, а в анкету вписать данные одного и того же человека или организации. ",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
a66be79aba14ac7e37e874bb34a870b2fd1d980c6e4fd35d58010351a28881b4,"Пример Вопроса:
 Могу ли я оформить монетизацию моего канала на доверенное лицо? 
Пример ответа: 
 Каналом управляет именно тот, на кого зарегистрирован этот канал.

Доверенное лицо может вести канал, если вы сделаете на него нотариальную доверенность или доверенность, заверенную компанией — владельцем канала. Но все расчёты и отчётность мы ведём именно с реальным партнёром RUTUBE, чьи данные указаны в профиле и заявке на монетизацию. ","Каналом управляет именно тот, на кого зарегистрирован этот канал.

Доверенное лицо может вести канал, если вы сделаете на него нотариальную доверенность или доверенность, заверенную компанией — владельцем канала. Но все расчёты и отчётность мы ведём именно с реальным партнёром RUTUBE, чьи данные указаны в профиле и заявке на монетизацию. ",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
626c7e540d4514a269b7674032a565ab8e1c82b939c100c661ac4f8ce68bebc0,"Пример Вопроса:
 Я хочу оформить монетизацию на другого человека. Нужно ли переоформлять канал на него? 
Пример ответа: 
 Сейчас монетизацию можно оформить только на того, кто ведёт канал.","Сейчас монетизацию можно оформить только на того, кто ведёт канал.",ПРЕДЛОЖЕНИЯ,Монетизация
44358ad7f17a91dbb86198485973d57d69b531e31b79e09ad2946003f7ae0149,"Пример Вопроса:
 Могу ли я монетизировать видеоролики, в которых есть реакции на фильмы, блоги или клипы? 
Пример ответа: 
 Если вы выкладываете UGC-контент на RUTUBE и не включаете в него чужую интеллектуальную собственность, то такой контент будет считаться авторским. Если же вы планируете включать в свои видео чужие объекты интеллектуальной собственности — кадры из фильма, клипа, чужого блога, вам нужно подтвердить, что у вас есть разрешение на использование от первоначального правообладателя.","Если вы выкладываете UGC-контент на RUTUBE и не включаете в него чужую интеллектуальную собственность, то такой контент будет считаться авторским. Если же вы планируете включать в свои видео чужие объекты интеллектуальной собственности — кадры из фильма, клипа, чужого блога, вам нужно подтвердить, что у вас есть разрешение на использование от первоначального правообладателя.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
6ac39c517e5f4508355be228738f2cea38ce24e667579412aa44e244d26f16dc,"Пример Вопроса:
 Монетизируется ли контент с отметкой 18+? 
Пример ответа: 
 Да, конечно. Мы монетизируем любой контент, если он проходит модерацию и не нарушает правил платформы. Также будем признательны, если вы самостоятельно будете выставлять на своих роликах метку 18+.","Да, конечно. Мы монетизируем любой контент, если он проходит модерацию и не нарушает правил платформы. Также будем признательны, если вы самостоятельно будете выставлять на своих роликах метку 18+.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
e30afc5784244a971489ff9f8a1fa8420e464e187fc21c0bb66cd35d3ca8ffeb,"Пример Вопроса:
 Могу ли я монетизировать видеоролики, которые ранее загружались на RUTUBE другими пользователями? 
Пример ответа: 
 Если видео с вашего канала ранее были загружены на другие каналы, подключенные к партнерской программе, вы не сможете монетизировать подобный контент. Для участия в монетизации видеоряд ролика должен быть уникальным.

При выявлении такой ситуации администрация RUTUBE уведомит вас о необходимости самостоятельно удалить дублирующее видео, и до его удаления монетизация канала/конкретного видео приостанавливается. Если нарушение не устраняется, Компания вправе расторгнуть Договор в одностороннем порядке согласно п. 9.3.2 Оферты/Договора (https://rutube.ru/info/adv_oferta)","Если видео с вашего канала ранее были загружены на другие каналы, подключенные к партнерской программе, вы не сможете монетизировать подобный контент. Для участия в монетизации видеоряд ролика должен быть уникальным.

При выявлении такой ситуации администрация RUTUBE уведомит вас о необходимости самостоятельно удалить дублирующее видео, и до его удаления монетизация канала/конкретного видео приостанавливается. Если нарушение не устраняется, Компания вправе расторгнуть Договор в одностороннем порядке согласно п. 9.3.2 Оферты/Договора (https://rutube.ru/info/adv_oferta)",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
1b97b32760173ba7e02841fc130839ff1b73654bf0a0d851ee5dba11df8085f4,"Пример Вопроса:
 Монетизация подключена. С какого момента будет рассчитываться вознаграждение?  
Пример ответа: 
 Начисление вознаграждения и фиксация данных для его расчета начнётся с 1го числа месяца, в котором вы стали участником партнёрской программы.","Начисление вознаграждения и фиксация данных для его расчета начнётся с 1го числа месяца, в котором вы стали участником партнёрской программы.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
3f325cc5d0b9dee1e89707f52cdc19cfa5609699aa6c38213298ed87ba8ef0cc,"Пример Вопроса:
 Отправил заявку на монетизацию, но в личном кабинете висит надпись: «Требуется дополнительная информация». Что делать? 
Пример ответа: 
 Удостоверьтесь, что вы приложили к заявке все необходимые документы – это паспорт, ИНН, СНИЛС, справка о постановке на учёт в налоговой или справка из приложения «Мой налог», а также дополнительно для ИП и юрлица документы о регистрации и выписка из ЕГРИП/ЕГРЮЛ.

Если каких-либо документов не хватает, вы можете направить их на partners@rutube.ru.","Удостоверьтесь, что вы приложили к заявке все необходимые документы – это паспорт, ИНН, СНИЛС, справка о постановке на учёт в налоговой или справка из приложения «Мой налог», а также дополнительно для ИП и юрлица документы о регистрации и выписка из ЕГРИП/ЕГРЮЛ.

Если каких-либо документов не хватает, вы можете направить их на partners@rutube.ru.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
1b6f6ba8a09633deed92490c38cffd908c231a430da954e66399a670c8e8c35a,"Пример Вопроса:
 Почему заявка может быть отклонена? 
Пример ответа: 
 Для подключения монетизации размещенный на канале контент должен соответствовать правилам платформы в части п.4.6, 4.7 и 4.8: https://rutube.ru/info/agreement ","Для подключения монетизации размещенный на канале контент должен соответствовать правилам платформы в части п.4.6, 4.7 и 4.8: https://rutube.ru/info/agreement ",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
0d31e74b1a8ab66903e145f97e7dda9591a166f25b48858ec9641f1093907f68,"Пример Вопроса:
 Сколько времени дается на исправление нарушений на канале? 
Пример ответа: 
 При наличии нарушений на канале действие партнерского договора приостанавливается. Если нарушения не будут устранены в течение 3-х месяцев, компания вправе расторгнуть договор (п.9.4 Оферты https://rutube.ru/info/adv_oferta/).","При наличии нарушений на канале действие партнерского договора приостанавливается. Если нарушения не будут устранены в течение 3-х месяцев, компания вправе расторгнуть договор (п.9.4 Оферты https://rutube.ru/info/adv_oferta/).",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
22c0996f65bf9ee74dd5f13edd625c9598b12ca721b903564d7dd2a2bd5ed410,"Пример Вопроса:
 Как долго рассматривается повторная заявка на монетизацию? 
Пример ответа: 
 Срок рассмотрения повторной заявки также составляет 30 календарных дней.",Срок рассмотрения повторной заявки также составляет 30 календарных дней.,МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
bd631bf9058299a6ab9bd51b00752d1d8ff80f0bf06e34d393cdcb42947bdd9b,"Пример Вопроса:
 Где посмотреть подробную аналитику по монетизации моего канала и информацию о начислениях? 
Пример ответа: 
 Вся доступная информация и статистика отображается в вашем личном кабинете Студии RUTUBE в разделе «Монетизация»: https://studio.rutube.ru/monetization",Вся доступная информация и статистика отображается в вашем личном кабинете Студии RUTUBE в разделе «Монетизация»: https://studio.rutube.ru/monetization,МОНЕТИЗАЦИЯ,Статистика по монетизации
e8b6b34f8fca058325a515324f0241c9869cc0472444dddb627ebdbcea4bf819,"Пример Вопроса:
 Как формируется вознаграждение за монетизацию? 
Пример ответа: 
 Для расчета вознаграждения партнера используется специальная формула, указанная в п.3.1. Оферты. Актуальные показатели формирующие общее итоговое вознаграждение партнера также отображается в Студии RUTUBE в разделе «Монетизация»: https://studio.rutube.ru/monetization","Для расчета вознаграждения партнера используется специальная формула, указанная в п.3.1. Оферты. Актуальные показатели формирующие общее итоговое вознаграждение партнера также отображается в Студии RUTUBE в разделе «Монетизация»: https://studio.rutube.ru/monetization",МОНЕТИЗАЦИЯ,Статистика по монетизации
605a8a4816a92bd92abff8bd8e696193f05f1479f2a355d3666ce10182cde33b,"Пример Вопроса:
 Как мне вывести средства с баланса в личном кабинете? 
Пример ответа: 
 Баланс за месяц показов отображается в Студии RUTUBE в следующем месяце. Деньги придут на ваш банковский счёт через месяц после отображения баланса.
Минимальная сумма выплаты — 3000 ₽.

Например, за услуги оказанные в октябре, в ноябре в личном кабинете отобразился баланс заработанного за октябрь. До конца декабря заработанные деньги придут вам на счёт. ","Баланс за месяц показов отображается в Студии RUTUBE в следующем месяце. Деньги придут на ваш банковский счёт через месяц после отображения баланса.
Минимальная сумма выплаты — 3000 ₽.

Например, за услуги оказанные в октябре, в ноябре в личном кабинете отобразился баланс заработанного за октябрь. До конца декабря заработанные деньги придут вам на счёт. ",МОНЕТИЗАЦИЯ,Статистика по монетизации
e39bda2392536dfcc1d03fc4b4e7a7ee9e68f92ba91a93190880076237f90d19,"Пример Вопроса:
 Как часто обновляются данные по монетизации? 
Пример ответа: 
 Данные в разделе ""Монетизация"" RUTUBE Studio обновляются в личном кабинете ежедневно и отображают данные за предыдущий день.","Данные в разделе ""Монетизация"" RUTUBE Studio обновляются в личном кабинете ежедневно и отображают данные за предыдущий день.",МОНЕТИЗАЦИЯ,Статистика по монетизации
a2d5d409ffa1d366096330f87919b13e6a4c1f674f25b78cee5a8f71fb0ecaef,"Пример Вопроса:
 Можно ли отключить рекламу в видео? 
Пример ответа: 
 Рекламу можно отключить на всём канале через раздел ""Настройка канала"" в Студии RUTUBE в блоке «Управление рекламой»: https://studio.rutube.ru/channel-settings. Чтобы снова включить рекламу, напишите на help@rutube.ru. ","Рекламу можно отключить на всём канале через раздел ""Настройка канала"" в Студии RUTUBE в блоке «Управление рекламой»: https://studio.rutube.ru/channel-settings. Чтобы снова включить рекламу, напишите на help@rutube.ru. ",МОНЕТИЗАЦИЯ,Подключение/отключение рекламы
e22036643566e200ef8f533724ff13dd51f834ad5d3badcedda3eec93a537fe9,"Пример Вопроса:
 Куда я могу отправить уведомление об исключительности прав? 
Пример ответа: 
 Вы можете направить уведомление на адрес partners@rutube.ru. Наши специалисты тщательно рассматривают все обращения, чтобы найти индивидуальное решение для каждой ситуации.","Вы можете направить уведомление на адрес partners@rutube.ru. Наши специалисты тщательно рассматривают все обращения, чтобы найти индивидуальное решение для каждой ситуации.",МОНЕТИЗАЦИЯ,Отключение/подключение монетизации
7b9024cbc098c34ed38f28386854f06c06d97bbe3351a94c9f5f7cd5963edb9d,"Пример Вопроса:
 Что такое модерация на RUTUBE? 
Пример ответа: 
 Модерация — это процесс предварительной проверки видеоконтента, аудиоконтента, прямых эфиров и комментариев на соответствие требованиям пользовательского соглашения. Модерация бывает ручной (проверка модератором-человеком) и автоматической. Материалы, отклоненные на модерации, не допускаются к показам.

RUTUBE, являясь социально проактивной платформой, ответственно относится к соблюдению закона и общепринятых норм морали, старается контролировать процесс публикации пользователями контента на площадке. Мы просматриваем каждый загружаемый видеоролик перед тем, как файл станет доступен другим пользователям.

Размещаемые пользователями материалы и сопутствующая информация проходят проверку на соответствие требованиям Генерального пользовательского соглашения RUTUBE.","Модерация — это процесс предварительной проверки видеоконтента, аудиоконтента, прямых эфиров и комментариев на соответствие требованиям пользовательского соглашения. Модерация бывает ручной (проверка модератором-человеком) и автоматической. Материалы, отклоненные на модерации, не допускаются к показам.

RUTUBE, являясь социально проактивной платформой, ответственно относится к соблюдению закона и общепринятых норм морали, старается контролировать процесс публикации пользователями контента на площадке. Мы просматриваем каждый загружаемый видеоролик перед тем, как файл станет доступен другим пользователям.

Размещаемые пользователями материалы и сопутствующая информация проходят проверку на соответствие требованиям Генерального пользовательского соглашения RUTUBE.",МОДЕРАЦИЯ,Отклонение/блокировка видео
ea81507500af637a0aa96a7c397ed4614b5a7f34cf0b4b8160df49a159667d24,"Пример Вопроса:
 Что проверяют при модерации? 
Пример ответа: 
 Процесс модерации материалов включает в себя:

Проверку содержания материалов на соответствие требованиям (приложение «Д» к Генеральному пользовательскому соглашению RUTUBE «ПРЯМЫЕ ЗАПРЕТЫ, СВЯЗАННЫЕ С РАЗМЕЩЕНИЕМ НА RUTUBE КОНТЕНТА», а также Правила публикации общественно значимого контента на RUTUBE.
Проверку сопутствующей информации (название и описание, категории, соответствие контента возрастному цензу 18+).","Процесс модерации материалов включает в себя:

Проверку содержания материалов на соответствие требованиям (приложение «Д» к Генеральному пользовательскому соглашению RUTUBE «ПРЯМЫЕ ЗАПРЕТЫ, СВЯЗАННЫЕ С РАЗМЕЩЕНИЕМ НА RUTUBE КОНТЕНТА», а также Правила публикации общественно значимого контента на RUTUBE.
Проверку сопутствующей информации (название и описание, категории, соответствие контента возрастному цензу 18+).",МОДЕРАЦИЯ,Отклонение/блокировка видео
97a38158eca4b740b8fa94b574968ce18c47abc456fb8f5574fe73f68ea32c60,"Пример Вопроса:
 Кем осуществляется модерация в RUTUBE? 
Пример ответа: 
 Модерация бывает ручной (проверка модератором-человеком) и автоматической.

В обязанности модераторов RUTUBE входят следующие пункты:

ограничение публикации на платформе контента авторов, которые нарушают правила сообщества, с помощью временной или постоянной блокировки;
мониторинг контента на предмет соответствия его содержания требованиям платформы и ограничение доступа к нему в случае обнаруженных нарушений;
рассмотрение жалоб пользователей на контент, нарушающий требования платформы;
Пользователи, которые допускают такие нарушения, рискуют попаданием в бан.","Модерация бывает ручной (проверка модератором-человеком) и автоматической.

В обязанности модераторов RUTUBE входят следующие пункты:

ограничение публикации на платформе контента авторов, которые нарушают правила сообщества, с помощью временной или постоянной блокировки;
мониторинг контента на предмет соответствия его содержания требованиям платформы и ограничение доступа к нему в случае обнаруженных нарушений;
рассмотрение жалоб пользователей на контент, нарушающий требования платформы;
Пользователи, которые допускают такие нарушения, рискуют попаданием в бан.",МОДЕРАЦИЯ,Отклонение/блокировка видео
418ef63d3b21e10f1702c5b41d75e5dd3d7365a2b19bf932cae2fbded163edeb,"Пример Вопроса:
 Сколько по времени длится модерация? 
Пример ответа: 
 Обычно процедура занимает до 20 минут, но модераторы могут увеличить время проверки до 24 часов.","Обычно процедура занимает до 20 минут, но модераторы могут увеличить время проверки до 24 часов.",МОДЕРАЦИЯ,Долгая модерация
aa09d08bbdf201fb8cb1343fe1c41d66738397d2d21ff4a46241756b79c8bea2,"Пример Вопроса:
 Что значит «Ваше видео отклонено»? 
Пример ответа: 
 Если вы получили письмо о том, что ваше видео отклонено модерацией, или рядом с вашим роликом появилось сообщение «Видео отклонено», это означает, что мы обнаружили в нем нарушение наших правил и удалили его с сайта.","Если вы получили письмо о том, что ваше видео отклонено модерацией, или рядом с вашим роликом появилось сообщение «Видео отклонено», это означает, что мы обнаружили в нем нарушение наших правил и удалили его с сайта.",МОДЕРАЦИЯ,Отклонение/блокировка видео
9e07f5ded143089eeea4be45c961ee96246233c08142f4b63ac56bf45e910a0a,"Пример Вопроса:
 Что делать, если модерация в RUTUBE не пройдена? (Что делать, если мое видео отклонено?) 
Пример ответа: 
 Без паники, у вас есть план действий:
Проверьте видео на соответствие правилам публикации контента.
Напишите в службу поддержки по адресу help@rutube.ru и узнайте точную причину отклонения.
Исправьте ошибки.
Попробуйте загрузить видео еще раз.","Без паники, у вас есть план действий:
Проверьте видео на соответствие правилам публикации контента.
Напишите в службу поддержки по адресу help@rutube.ru и узнайте точную причину отклонения.
Исправьте ошибки.
Попробуйте загрузить видео еще раз.",МОДЕРАЦИЯ,Отклонение/блокировка видео
e377966395cfd006a986e2469817a9ff4e75ed5847e2f05e4c00114d05a6b224,"Пример Вопроса:
 Зачем нужна регистрация на RUTUBE? 
Пример ответа: 
 Зарегистрированный пользователь получает возможность: Завести собственный канал на RUTUBE: оформить его и начать загружать видеоролики и/или проводить стримы (прямые трансляции); Присоединиться к партнерской программе RUTUBE;  Оформить платную подписку и получить доступ к тысячам единиц лицензионного контента и эфирам сотен телеканалов; Оставлять комментарии.",Зарегистрированный пользователь получает возможность: Завести собственный канал на RUTUBE: оформить его и начать загружать видеоролики и/или проводить стримы (прямые трансляции); Присоединиться к партнерской программе RUTUBE;  Оформить платную подписку и получить доступ к тысячам единиц лицензионного контента и эфирам сотен телеканалов; Оставлять комментарии.,УПРАВЛЕНИЕ АККАУНТОМ,Регистрация/Авторизация
